w	o	0.001428902448443655
o	m	0.003147447285085348
m	e	0.00627558507762416
e	n	0.007569321078242063
n	i	0.0031860662701784196
i	k	0.0019502587472001237
k	a	0.003128137792538812
a	u	0.003475708658376458
s	w	0.0014675214335367268
w	a	0.004016374449679463
a	c	0.003919826986946783
c	k	0.003456399165829922
f	e	0.002355758090677377
e	e	0.00594732370433305
n	s	0.0050204680620993284
f	y	0.0006951417316752916
y	l	0.0015254499111763344
l	e	0.010156793079477871
e	s	0.016683401560207
p	o	0.004209469375144821
o	l	0.005503205375762725
e	d	0.012377384722329497
c	l	0.002085425195025875
l	a	0.008727890631034217
a	g	0.0032053757627249556
g	s	0.0026067814937823434
s	t	0.007955510929172781
t	a	0.006777631883834093
a	r	0.012705646095620608
r	n	0.001737854329188229
b	i	0.002954352359619989
i	n	0.010716768363327411
n	d	0.003243994747818027
d	i	0.0034177801807368504
o	o	0.006294894570170696
o	p	0.0030702093148992043
p	s	0.004093612419865606
f	a	0.002375067583223913
a	n	0.010504363945315518
n	o	0.0033598517030972424
o	s	0.00650729898818259
c	a	0.005174944002471615
a	b	0.0030895188074457403
s	o	0.003610875106202209
o	u	0.004846682629180505
u	c	0.0016799258515486212
c	t	0.0009654746273267938
t	r	0.003147447285085348
r	a	0.010832625318606627
a	s	0.010272650034757087
s	s	0.0020081872248397313
s	h	0.004885301614273577
h	o	0.005406657913030045
o	a	0.002336448598130841
a	t	0.006140418629798409
e	f	0.001100641075152545
f	t	0.001274426508071368
t	y	0.0034177801807368504
d	u	0.0021433536726654825
u	r	0.006333513555263768
r	r	0.002085425195025875
h	y	0.0014675214335367268
y	p	0.0006565227465822199
p	e	0.0061017996447053375
j	u	0.0008496176720475786
u	n	0.0055611338534023325
n	t	0.004151540897505214
b	a	0.004885301614273577
a	i	0.004943230091913184
i	s	0.006681084421101414
s	a	0.004421873793156715
s	e	0.008032748899358925
k	i	0.0022978296130377694
i	p	0.0019502587472001237
p	p	0.0013323549857109755
b	l	0.0023171391055843054
c	s	0.000617903761489148
t	h	0.0043060168378775
h	u	0.0021240441801189465
r	l	0.0013902834633505831
n	u	0.0013130454931644397
r	s	0.0044604927782497875
r	i	0.007530702093148992
w	r	0.0007530702093148992
r	o	0.00828377230246389
o	t	0.0044604927782497875
v	e	0.005773538271414227
n	a	0.005001158569552792
a	l	0.010330578512396695
t	e	0.008129296362091604
e	x	0.0016413068664555496
x	a	0.00019309492546535877
m	a	0.006758322391287557
l	i	0.0060631806596122655
d	s	0.004286707345330965
a	d	0.004363945315517108
d	e	0.00670039391364795
l	o	0.006912798331659844
p	i	0.0037846605391210317
i	x	0.0009847841198733296
x	i	0.0008109986869545068
i	e	0.0044411832857032514
l	m	0.0008109986869545068
m	s	0.002664709971421951
c	h	0.006893488839113308
h	e	0.004923920599366648
e	r	0.014771761798099945
r	t	0.0025102340310496642
o	x	0.0010234031049664014
x	b	1.9309492546535876e-05
b	o	0.005117015524832008
o	w	0.00440256430061018
g	r	0.0024136865683169846
a	e	0.001564068896269406
o	y	0.0013516644782575113
y	e	0.002336448598130841
f	i	0.0022978296130377694
i	f	0.0016606163590020854
e	m	0.0030122808372595967
r	g	0.0012551170155248321
h	t	0.0006951417316752916
t	u	0.002336448598130841
u	p	0.0019695682397466593
s	p	0.003321232718004171
i	c	0.004653587703715147
o	n	0.007916891944079709
n	e	0.007047964779485595
n	k	0.0027612574341546302
k	y	0.0025874720012358074
b	k	3.861898509307175e-05
t	o	0.00538734842048351
a	f	0.001428902448443655
y	k	0.0002510234031049664
k	e	0.0055418243608557965
p	a	0.005483895883216189
n	b	0.0001737854329188229
b	y	0.0013130454931644397
n	g	0.004557040240982467
p	u	0.0023943770757704486
u	k	0.0010620220900594733
k	u	0.0009075461496871862
u	s	0.005870085734146907
m	u	0.002355758090677377
u	i	0.0015447594037228702
i	l	0.0060438711670657294
l	s	0.005039777554645864
s	n	0.0013130454931644397
w	y	0.00038618985093071754
b	r	0.0026260909863288794
o	k	0.002336448598130841
a	v	0.002471615045956592
i	z	0.0010040936124198656
z	a	0.0011199505676990809
d	g	0.0008496176720475786
g	e	0.00440256430061018
a	w	0.0029157333745269175
w	n	0.0010427125975129375
i	i	0.00019309492546535877
v	i	0.0023943770757704486
g	a	0.0044798022707963235
a	y	0.0027419479416080947
c	o	0.005831466749053835
o	c	0.002085425195025875
h	a	0.006121109137251873
h	i	0.0036881130763883525
n	n	0.0017571638217347648
n	y	0.0017571638217347648
u	d	0.0020081872248397313
s	y	0.0019695682397466593
z	u	0.000308951880744574
t	s	0.007781725496253959
e	c	0.0019695682397466593
l	y	0.0033598517030972424
y	r	0.0008496176720475786
w	i	0.002664709971421951
m	o	0.004653587703715147
q	o	3.861898509307175e-05
p	h	0.0012551170155248321
h	s	0.0013516644782575113
m	b	0.0019695682397466593
b	u	0.002992971344713061
e	l	0.00670039391364795
i	v	0.001718544836641693
s	l	0.0018537112844674442
i	r	0.0045377307484359315
b	e	0.004827373136633969
e	i	0.0022399011353981617
i	g	0.0021433536726654825
g	y	0.0018150922993743724
n	l	0.000308951880744574
i	d	0.004228778867691357
f	l	0.002046806209932803
e	g	0.001428902448443655
u	t	0.003282613732911099
c	e	0.003437089673283386
f	u	0.0013130454931644397
u	g	0.0018150922993743724
g	g	0.0012937360006179037
u	l	0.00417085039005175
l	k	0.0009847841198733296
a	m	0.005445276898123117
l	u	0.0035143276434695296
e	w	0.0018537112844674442
g	h	0.0013709739708040473
o	r	0.007762416003707423
r	k	0.0016026878813624778
k	s	0.00529080095775083
v	o	0.001409592955897119
o	e	0.0013130454931644397
c	i	0.0013902834633505831
i	m	0.003282613732911099
m	f	7.72379701861435e-05
q	u	0.0017957828068278366
u	e	0.0019695682397466593
r	y	0.0024329960608635206
p	y	0.0019888777322931953
g	l	0.0018923302695605158
l	l	0.004035683942225999
k	r	0.0005213562987564687
r	u	0.0036881130763883525
f	o	0.00187302077701398
i	a	0.0026260909863288794
g	i	0.0022205916428516257
r	v	0.0005792847763960763
k	o	0.0018344017919209082
a	k	0.0029157333745269175
e	y	0.002452305553410056
l	j	3.861898509307175e-05
j	e	0.0009461651347802579
l	f	0.0004248088360237893
r	d	0.0019502587472001237
d	a	0.0029350428670734535
u	b	0.001564068896269406
b	s	0.001718544836641693
e	t	0.004634278211168611
y	a	0.0019309492546535877
r	m	0.001235807522978296
i	t	0.005232872480111223
t	t	0.00220128215030509
i	b	0.0010427125975129375
b	b	0.0010234031049664014
a	z	0.0017957828068278366
z	e	0.002664709971421951
a	q	0.000154475940372287
q	i	5.792847763960763e-05
p	l	0.0016606163590020854
e	v	0.0014482119409901907
r	e	0.012435313199969105
e	p	0.0019695682397466593
m	p	0.0024136865683169846
y	m	0.0005792847763960763
d	o	0.00440256430061018
u	f	0.001081331582606009
f	f	0.0021433536726654825
v	v	0.000154475940372287
v	y	0.0005213562987564687
r	c	0.0006951417316752916
o	d	0.0026260909863288794
l	v	0.00046342782111686106
g	u	0.002085425195025875
u	m	0.0039005174944002474
t	i	0.003765351046574496
j	a	0.0014868309260832626
m	m	0.001235807522978296
m	y	0.0016026878813624778
a	p	0.0039005174944002474
d	r	0.0018923302695605158
s	i	0.0029350428670734535
x	e	0.0018923302695605158
r	p	0.000637213254035684
w	e	0.0033984706881903144
a	x	0.0011778790453386885
s	u	0.0018923302695605158
l	t	0.0018150922993743724
d	d	0.0009847841198733296
d	l	0.00032826137329110993
c	r	0.002838495404340774
s	k	0.0025102340310496642
e	a	0.006236966092531088
l	p	0.0007723797018614351
p	t	0.0010620220900594733
i	o	0.0013323549857109755
d	y	0.002336448598130841
y	b	0.00023171391055843053
a	o	0.0003475708658376458
o	g	0.0022592106279446978
y	n	0.0008496176720475786
m	i	0.004093612419865606
n	c	0.0016992353440951572
y	s	0.0015254499111763344
e	h	0.0004054993434772534
u	a	0.0012937360006179037
r	h	0.00032826137329110993
e	b	0.0013709739708040473
z	i	0.0009847841198733296
l	c	0.00046342782111686106
y	o	0.0013516644782575113
d	h	0.00038618985093071754
r	b	0.0008882366571406503
z	o	0.0011392600602456167
t	m	5.792847763960763e-05
v	a	0.002162663165212018
u	o	0.00038618985093071754
p	r	0.002452305553410056
o	b	0.002066115702479339
s	c	0.0023171391055843054
c	u	0.002375067583223913
o	f	0.0011585695527921527
e	u	0.000791689194407971
t	c	0.0007530702093148992
c	c	0.0005406657913030045
a	h	0.0014675214335367268
l	g	0.00028964238819803817
j	o	0.0011392600602456167
s	q	0.00019309492546535877
e	k	0.0010427125975129375
d	w	0.00023171391055843053
b	w	3.861898509307175e-05
e	o	0.000791689194407971
k	l	0.00027033289565150226
z	z	0.0006758322391287557
o	i	0.0022978296130377694
m	n	0.000154475940372287
o	z	0.0007723797018614351
z	y	0.0006758322391287557
w	s	0.0014482119409901907
n	m	9.654746273267939e-05
t	w	0.0007144512242218275
d	z	0.00011585695527921527
s	m	0.0012551170155248321
f	r	0.0013902834633505831
a	a	0.0006758322391287557
y	t	0.0005599752838495404
h	p	1.9309492546535876e-05
m	r	9.654746273267939e-05
f	s	0.002066115702479339
x	u	0.00013516644782575113
y	u	0.0005213562987564687
o	j	0.0003475708658376458
u	y	0.00023171391055843053
k	n	0.000637213254035684
g	o	0.003610875106202209
w	t	0.0003668803583841817
j	i	0.0009461651347802579
t	z	0.0003475708658376458
l	b	0.00019309492546535877
d	j	0.00011585695527921527
n	w	9.654746273267939e-05
n	j	0.00019309492546535877
w	u	0.0001737854329188229
o	v	0.0013516644782575113
p	d	3.861898509307175e-05
s	z	1.9309492546535876e-05
w	h	0.0012937360006179037
w	l	0.0006951417316752916
i	h	0.00011585695527921527
z	h	7.72379701861435e-05
u	v	0.00023171391055843053
l	d	0.0014675214335367268
x	t	0.00027033289565150226
n	r	0.0001737854329188229
w	f	0.00011585695527921527
c	y	0.0008303081795010427
u	x	0.00028964238819803817
o	h	0.0007144512242218275
a	j	0.00046342782111686106
t	l	0.00027033289565150226
v	u	0.000308951880744574
y	c	0.00032826137329110993
n	v	0.00011585695527921527
l	n	0.0001737854329188229
s	d	9.654746273267939e-05
x	o	0.00028964238819803817
i	u	0.00013516644782575113
k	w	1.9309492546535876e-05
k	k	0.0002510234031049664
g	n	0.0004248088360237893
e	j	0.00013516644782575113
q	a	0.00013516644782575113
w	g	1.9309492546535876e-05
y	d	0.00032826137329110993
h	l	0.000154475940372287
w	k	0.0003475708658376458
h	r	0.0004827373136633969
j	h	1.9309492546535876e-05
k	t	0.00011585695527921527
u	h	0.0001737854329188229
y	x	0.00011585695527921527
y	i	0.0005599752838495404
x	y	0.000308951880744574
r	f	0.00044411832857032516
y	f	9.654746273267939e-05
v	r	0.000154475940372287
y	w	1.9309492546535876e-05
m	d	1.9309492546535876e-05
u	z	0.0004827373136633969
w	d	0.00023171391055843053
c	n	5.792847763960763e-05
k	h	0.00038618985093071754
y	g	0.000154475940372287
w	p	0.000154475940372287
p	j	5.792847763960763e-05
h	w	7.72379701861435e-05
d	t	7.72379701861435e-05
u	j	0.0001737854329188229
m	l	7.72379701861435e-05
c	z	1.9309492546535876e-05
x	c	1.9309492546535876e-05
h	m	0.000154475940372287
v	l	5.792847763960763e-05
e	z	0.0004827373136633969
v	s	0.0002510234031049664
k	v	5.792847763960763e-05
k	f	3.861898509307175e-05
w	c	5.792847763960763e-05
b	h	0.00021240441801189465
n	h	7.72379701861435e-05
s	g	1.9309492546535876e-05
t	k	5.792847763960763e-05
p	b	3.861898509307175e-05
x	m	5.792847763960763e-05
y	z	1.9309492546535876e-05
d	m	0.00011585695527921527
o	q	5.792847763960763e-05
j	w	1.9309492546535876e-05
y	v	5.792847763960763e-05
g	b	1.9309492546535876e-05
z	l	7.72379701861435e-05
n	z	0.00027033289565150226
q	f	1.9309492546535876e-05
r	z	0.0001737854329188229
b	c	3.861898509307175e-05
b	d	1.9309492546535876e-05
u	q	3.861898509307175e-05
v	h	1.9309492546535876e-05
n	q	3.861898509307175e-05
q	s	1.9309492546535876e-05
n	f	0.0001737854329188229
g	m	0.00019309492546535877
j	r	7.72379701861435e-05
h	d	1.9309492546535876e-05
p	w	1.9309492546535876e-05
t	n	3.861898509307175e-05
i	j	0.00011585695527921527
p	g	1.9309492546535876e-05
e	q	7.72379701861435e-05
j	j	1.9309492546535876e-05
m	t	1.9309492546535876e-05
b	t	3.861898509307175e-05
x	l	9.654746273267939e-05
i	q	7.72379701861435e-05
m	z	3.861898509307175e-05
l	z	3.861898509307175e-05
f	d	1.9309492546535876e-05
h	c	1.9309492546535876e-05
g	w	3.861898509307175e-05
v	d	3.861898509307175e-05
x	p	5.792847763960763e-05
k	b	1.9309492546535876e-05
i	y	0.00013516644782575113
j	d	1.9309492546535876e-05
w	z	5.792847763960763e-05
c	m	3.861898509307175e-05
v	n	3.861898509307175e-05
p	n	1.9309492546535876e-05
w	m	9.654746273267939e-05
b	m	1.9309492546535876e-05
m	h	3.861898509307175e-05
l	w	7.72379701861435e-05
d	b	1.9309492546535876e-05
n	p	9.654746273267939e-05
h	n	7.72379701861435e-05
c	w	1.9309492546535876e-05
f	j	3.861898509307175e-05
b	j	1.9309492546535876e-05
n	x	1.9309492546535876e-05
b	z	1.9309492546535876e-05
t	g	1.9309492546535876e-05
m	v	1.9309492546535876e-05
q	h	1.9309492546535876e-05
t	d	1.9309492546535876e-05
d	v	1.9309492546535876e-05
m	k	3.861898509307175e-05
d	k	1.9309492546535876e-05
s	b	3.861898509307175e-05
i	w	3.861898509307175e-05
z	v	1.9309492546535876e-05
v	g	1.9309492546535876e-05
j	y	1.9309492546535876e-05
t	b	1.9309492546535876e-05
w	b	3.861898509307175e-05
r	w	1.9309492546535876e-05
d	n	1.9309492546535876e-05
z	m	1.9309492546535876e-05
p	z	1.9309492546535876e-05
r	q	1.9309492546535876e-05
u	w	1.9309492546535876e-05
x	r	1.9309492546535876e-05
x	f	1.9309492546535876e-05
m	c	1.9309492546535876e-05
g	d	1.9309492546535876e-05
j	n	1.9309492546535876e-05
x	n	1.9309492546535876e-05
